,text_encoding_tsne_1,text_encoding_tsne_2
354,-7.5170274,-0.07667559
355,52.58336,14.825228
356,-7.5170274,-0.07667559
357,-7.5170274,-0.07667559
358,62.162563,5.606052
359,-7.5170274,-0.07667559
360,-7.5170274,-0.07667559
361,-7.5170274,-0.07667559
362,-7.5170274,-0.07667559
363,-7.5170274,-0.07667559
364,-7.5170274,-0.07667559
365,-7.5170274,-0.07667559
366,52.702328,6.5628204
367,-7.5170274,-0.07667559
368,-7.5170274,-0.07667559
369,47.305973,0.012805728
370,48.881565,-7.2306156
371,-7.5170274,-0.07667559
372,48.019085,-3.8135014
373,-7.5170274,-0.07667559
374,61.964535,3.272451
375,-7.5170274,-0.07667559
376,-7.5170274,-0.07667559
377,-7.5170274,-0.07667559
378,52.38836,-7.5144777
379,55.91534,-5.3431277
380,51.72644,-6.798654
381,-7.5170274,-0.07667559
382,-7.5170274,-0.07667559
383,57.828304,3.613156
384,-7.5170274,-0.07667559
385,-7.5170274,-0.07667559
386,-7.5170274,-0.07667559
387,-7.5170274,-0.07667559
388,-7.5170274,-0.07667559
389,-7.5170274,-0.07667559
390,-7.5170274,-0.07667559
391,-7.5170274,-0.07667559
392,-7.5170274,-0.07667559
393,63.311565,5.6860614
394,-7.5170274,-0.07667559
395,61.394875,0.8414646
396,-7.5170274,-0.07667559
397,-7.5170274,-0.07667559
398,-7.5170274,-0.07667559
399,59.937603,-8.135303
400,-7.5170274,-0.07667559
401,-7.5170274,-0.07667559
402,56.74946,0.2101769
403,-7.5170274,-0.07667559
404,54.730507,-4.1843047
405,64.604454,2.9645813
406,56.944653,14.287527
407,-7.5170274,-0.07667559
408,60.538654,-10.839481
409,61.560295,-4.5515895
410,-7.5170274,-0.07667559
411,52.633533,-0.6957712
412,-7.5170274,-0.07667559
413,55.068485,-2.0517073
414,-7.5170274,-0.07667559
415,-7.5170274,-0.07667559
416,-7.5170274,-0.07667559
417,51.95874,7.051536
418,-7.5170274,-0.07667559
419,55.90528,-2.1483834
420,52.29776,8.266456
421,-7.5170274,-0.07667559
422,54.33731,-2.5326192
423,-7.5170274,-0.07667559
424,62.168533,-11.428085
425,-7.5170274,-0.07667559
426,-7.5170274,-0.07667559
427,52.869503,12.872646
428,54.29029,4.596703
429,-7.5170274,-0.07667559
430,-7.5170274,-0.07667559
431,-7.5170274,-0.07667559
432,52.563545,3.2751613
433,56.328102,11.424914
434,55.225464,-0.44662574
435,-7.5170274,-0.07667559
436,-7.5170274,-0.07667559
437,-7.5170274,-0.07667559
438,-7.5170274,-0.07667559
439,-7.5170274,-0.07667559
440,-7.5170274,-0.07667559
441,56.090084,0.49216568
442,51.50678,10.0726385
443,-7.5170274,-0.07667559
444,-7.5170274,-0.07667559
445,55.079002,9.537503
446,-7.5170274,-0.07667559
447,-7.5170274,-0.07667559
448,-7.5170274,-0.07667559
449,48.711403,-3.1879675
450,60.242065,-6.51944
451,-7.5170274,-0.07667559
452,-7.5170274,-0.07667559
453,60.48379,-9.343501
454,59.88981,-5.8105226
455,-7.5170274,-0.07667559
456,-7.5170274,-0.07667559
457,-7.5170274,-0.07667559
458,-7.5170274,-0.07667559
459,-7.5170274,-0.07667559
460,50.955914,9.406341
461,60.939377,11.155503
462,-7.5170274,-0.07667559
463,55.928123,5.714763
464,61.815243,-13.727707
465,-7.5170274,-0.07667559
466,-7.5170274,-0.07667559
467,-7.5170274,-0.07667559
468,-7.5170274,-0.07667559
469,63.21067,2.8138542
470,52.2576,9.615107
471,-7.5170274,-0.07667559
472,-7.5170274,-0.07667559
473,-7.5170274,-0.07667559
474,-7.5170274,-0.07667559
475,-7.5170274,-0.07667559
476,-7.5170274,-0.07667559
477,-7.5170274,-0.07667559
478,-7.5170274,-0.07667559
479,-7.5170274,-0.07667559
480,55.012867,6.7465043
481,-7.5170274,-0.07667559
482,-7.5170274,-0.07667559
483,-7.5170274,-0.07667559
484,-7.5170274,-0.07667559
485,-7.5170274,-0.07667559
486,-7.5170274,-0.07667559
487,-7.5170274,-0.07667559
488,-7.5170274,-0.07667559
489,-7.5170274,-0.07667559
490,-7.5170274,-0.07667559
491,-7.5170274,-0.07667559
492,-7.5170274,-0.07667559
493,51.150085,-1.8907769
494,50.760952,9.260749
495,57.296852,-11.645813
496,-7.5170274,-0.07667559
497,44.08683,-2.8353086
498,-7.5170274,-0.07667559
499,52.51068,14.536409
500,-7.5170274,-0.07667559
501,-7.5170274,-0.07667559
502,-7.5170274,-0.07667559
503,-7.5170274,-0.07667559
504,-7.5170274,-0.07667559
505,-7.5170274,-0.07667559
506,-7.5170274,-0.07667559
507,-7.5170274,-0.07667559
508,-7.5170274,-0.07667559
509,-7.5170274,-0.07667559
510,-7.5170274,-0.07667559
511,61.64869,6.228671
512,54.750145,-4.3958015
513,-7.5170274,-0.07667559
514,-7.5170274,-0.07667559
515,55.83224,-9.542644
516,-7.5170274,-0.07667559
517,-7.5170274,-0.07667559
518,55.57296,-13.893233
519,64.631546,6.4168143
520,56.14214,7.395658
521,-7.5170274,-0.07667559
522,61.119354,7.1285706
523,51.811584,3.404257
524,58.182175,-16.181013
525,61.17544,-5.5730677
526,52.102528,0.61454093
527,-7.5170274,-0.07667559
528,58.014996,-6.4906816
529,51.71486,7.1070013
530,-7.5170274,-0.07667559
531,-7.5170274,-0.07667559
532,-7.5170274,-0.07667559
533,47.083458,9.368785
534,-7.5170274,-0.07667559
535,-7.5170274,-0.07667559
536,-7.5170274,-0.07667559
537,-7.5170274,-0.07667559
538,-7.5170274,-0.07667559
539,-7.5170274,-0.07667559
540,-7.5170274,-0.07667559
541,57.271744,-13.818184
542,-7.5170274,-0.07667559
543,-7.5170274,-0.07667559
544,-7.5170274,-0.07667559
545,-7.5170274,-0.07667559
546,-7.5170274,-0.07667559
547,-7.5170274,-0.07667559
548,47.799637,8.674992
549,-7.5170274,-0.07667559
550,-7.5170274,-0.07667559
551,58.098587,-13.190325
552,-7.5170274,-0.07667559
553,62.817425,-12.09667
554,-7.5170274,-0.07667559
555,-7.5170274,-0.07667559
556,65.367,-2.558296
557,-7.5170274,-0.07667559
558,54.73939,9.582094
559,-7.5170274,-0.07667559
560,60.271935,-5.0221105
561,61.296562,-0.19034193
562,-7.5170274,-0.07667559
563,-7.5170274,-0.07667559
564,-7.5170274,-0.07667559
565,-7.5170274,-0.07667559
566,-7.5170274,-0.07667559
567,61.125427,-4.3083215
568,-7.5170274,-0.07667559
569,-7.5170274,-0.07667559
570,-7.5170274,-0.07667559
571,-7.5170274,-0.07667559
572,-7.5170274,-0.07667559
573,-7.5170274,-0.07667559
574,-7.5170274,-0.07667559
575,-7.5170274,-0.07667559
576,-7.5170274,-0.07667559
577,-7.5170274,-0.07667559
578,-7.5170274,-0.07667559
579,-7.5170274,-0.07667559
580,-7.5170274,-0.07667559
581,-7.5170274,-0.07667559
582,51.84024,10.041856
583,-7.5170274,-0.07667559
584,50.06072,-5.494584
585,-7.5170274,-0.07667559
586,-7.5170274,-0.07667559
587,-7.5170274,-0.07667559
588,-7.5170274,-0.07667559
589,-7.5170274,-0.07667559
590,-7.5170274,-0.07667559
591,-7.5170274,-0.07667559
592,-7.5170274,-0.07667559
593,-7.5170274,-0.07667559
594,63.887337,3.05239
595,-7.5170274,-0.07667559
596,-7.5170274,-0.07667559
597,56.824448,3.0681732
598,-7.5170274,-0.07667559
599,-7.5170274,-0.07667559
600,63.429573,-9.28936
601,-7.5170274,-0.07667559
602,-7.5170274,-0.07667559
603,-7.5170274,-0.07667559
604,54.174606,-13.527987
605,-7.5170274,-0.07667559
606,-7.5170274,-0.07667559
607,-7.5170274,-0.07667559
608,-7.5170274,-0.07667559
609,-7.5170274,-0.07667559
610,-7.5170274,-0.07667559
611,56.752853,1.6381232
612,-7.5170274,-0.07667559
613,-7.5170274,-0.07667559
614,50.1535,13.3041315
615,55.3276,2.5340626
616,50.04533,9.986683
617,-7.5170274,-0.07667559
618,-7.5170274,-0.07667559
619,-7.5170274,-0.07667559
620,-7.5170274,-0.07667559
621,-7.5170274,-0.07667559
622,55.918617,-16.090542
623,-7.5170274,-0.07667559
624,-7.5170274,-0.07667559
625,-7.5170274,-0.07667559
626,-7.5170274,-0.07667559
627,53.091457,-9.735288
628,-7.5170274,-0.07667559
629,50.575428,4.8688335
630,-7.5170274,-0.07667559
631,57.94051,5.5383735
632,-7.5170274,-0.07667559
633,-7.5170274,-0.07667559
634,63.489628,-9.054868
635,57.894154,0.31804085
636,-7.5170274,-0.07667559
637,-7.5170274,-0.07667559
638,54.660946,6.9530263
639,-7.5170274,-0.07667559
640,-7.5170274,-0.07667559
641,-7.5170274,-0.07667559
642,54.184452,-13.5119295
643,-7.5170274,-0.07667559
644,54.89934,-2.811888
645,55.40287,-2.0415785
646,53.223152,9.145377
647,51.160572,10.3135605
648,-7.5170274,-0.07667559
649,-7.5170274,-0.07667559
650,56.326153,4.1493526
651,-7.5170274,-0.07667559
652,-7.5170274,-0.07667559
653,-7.5170274,-0.07667559
654,-7.5170274,-0.07667559
655,48.887405,12.537139
656,-7.5170274,-0.07667559
657,-7.5170274,-0.07667559
658,-7.5170274,-0.07667559
659,58.606842,10.497111
660,56.77185,-4.990232
661,53.87594,-7.563765
662,-7.5170274,-0.07667559
663,58.32255,3.0894234
664,-7.5170274,-0.07667559
665,-7.5170274,-0.07667559
666,-7.5170274,-0.07667559
667,-7.5170274,-0.07667559
668,51.04343,-3.9834983
669,-7.5170274,-0.07667559
670,-7.5170274,-0.07667559
671,61.457005,-4.771953
672,-7.5170274,-0.07667559
673,-7.5170274,-0.07667559
674,51.185123,3.9573195
675,56.867947,14.432445
676,-7.5170274,-0.07667559
677,-7.5170274,-0.07667559
678,-7.5170274,-0.07667559
679,-7.5170274,-0.07667559
680,-7.5170274,-0.07667559
681,-7.5170274,-0.07667559
682,-7.5170274,-0.07667559
683,-7.5170274,-0.07667559
684,-7.5170274,-0.07667559
685,50.88016,8.174705
686,-7.5170274,-0.07667559
687,-7.5170274,-0.07667559
688,-7.5170274,-0.07667559
689,-7.5170274,-0.07667559
690,-7.5170274,-0.07667559
691,-7.5170274,-0.07667559
692,-7.5170274,-0.07667559
693,-7.5170274,-0.07667559
694,62.339134,-12.632892
695,-7.5170274,-0.07667559
696,58.93468,-12.454358
697,49.722878,13.1203575
698,59.92486,-1.0311797
699,-7.5170274,-0.07667559
700,-7.5170274,-0.07667559
701,59.784035,-1.8348948
702,-7.5170274,-0.07667559
703,-7.5170274,-0.07667559
704,50.726845,-11.858568
705,50.713043,-11.809347
706,-7.5170274,-0.07667559
707,-7.5170274,-0.07667559
708,-7.5170274,-0.07667559
709,58.75495,2.344985
710,48.33045,-5.664625
711,-7.5170274,-0.07667559
712,-7.5170274,-0.07667559
713,53.07886,-0.37939325
714,-7.5170274,-0.07667559
715,59.446552,-12.203762
716,-7.5170274,-0.07667559
717,58.32407,4.4689817
718,-7.5170274,-0.07667559
719,-7.5170274,-0.07667559
720,-7.5170274,-0.07667559
721,-7.5170274,-0.07667559
722,-7.5170274,-0.07667559
723,-7.5170274,-0.07667559
724,57.50057,1.2333285
725,-7.5170274,-0.07667559
726,63.566463,-11.643491
727,-7.5170274,-0.07667559
728,55.933514,-10.445262
729,62.428883,4.8541217
730,57.452282,-2.54387
731,-7.5170274,-0.07667559
732,-7.5170274,-0.07667559
733,61.34386,10.896514
734,50.411106,-1.1932625
735,-7.5170274,-0.07667559
736,51.75276,10.981823
737,62.382626,-6.1917706
738,-7.5170274,-0.07667559
739,61.420376,-5.6422153
740,59.425224,4.2189612
741,-7.5170274,-0.07667559
742,-7.5170274,-0.07667559
743,-7.5170274,-0.07667559
744,52.83655,-10.882403
745,52.65929,1.3605094
746,57.0202,15.199241
747,55.61047,8.833597
748,53.597088,-10.5244255
749,57.53899,10.960664
750,58.310337,-0.1647403
751,52.383636,1.4707415
752,54.18108,-6.364157
753,-7.5170274,-0.07667559
754,-7.5170274,-0.07667559
755,-7.5170274,-0.07667559
756,60.190628,-1.3195889
757,-7.5170274,-0.07667559
758,53.856514,-4.4521327
759,54.889935,6.2669067
760,-7.5170274,-0.07667559
761,-7.5170274,-0.07667559
762,-7.5170274,-0.07667559
763,49.77251,7.5044627
764,66.91616,-7.424993
765,63.322777,-3.8791013
766,-7.5170274,-0.07667559
767,-7.5170274,-0.07667559
768,-7.5170274,-0.07667559
769,-7.5170274,-0.07667559
770,-7.5170274,-0.07667559
771,-7.5170274,-0.07667559
772,-7.5170274,-0.07667559
773,63.95962,-4.5463357
774,-7.5170274,-0.07667559
775,50.478104,-7.453605
776,50.90177,-6.463306
777,-7.5170274,-0.07667559
778,-7.5170274,-0.07667559
779,54.298267,0.9858267
780,-7.5170274,-0.07667559
781,62.777256,9.094861
782,52.22139,-12.613307
783,-7.5170274,-0.07667559
784,-7.5170274,-0.07667559
785,-7.5170274,-0.07667559
786,61.89483,-13.114228
787,60.70166,6.4946065
788,55.54666,-11.267029
789,-7.5170274,-0.07667559
790,-7.5170274,-0.07667559
791,48.10697,2.0890443
792,62.21416,-13.298347
793,49.557533,3.568621
794,-7.5170274,-0.07667559
795,-7.5170274,-0.07667559
796,62.381485,1.8909972
797,-7.5170274,-0.07667559
798,-7.5170274,-0.07667559
799,62.14945,-3.6114006
800,60.28428,-8.345999
801,53.48912,-4.128735
802,49.749947,7.436129
803,-7.5170274,-0.07667559
804,-7.5170274,-0.07667559
805,-7.5170274,-0.07667559
806,59.919,-13.809097
807,56.450058,10.585549
808,-7.5170274,-0.07667559
809,-7.5170274,-0.07667559
810,-7.5170274,-0.07667559
811,-7.5170274,-0.07667559
812,53.73945,-4.0484858
813,-7.5170274,-0.07667559
814,55.145363,-6.103499
815,-7.5170274,-0.07667559
816,-7.5170274,-0.07667559
817,-7.5170274,-0.07667559
818,-7.5170274,-0.07667559
819,-7.5170274,-0.07667559
820,-7.5170274,-0.07667559
821,-7.5170274,-0.07667559
822,-7.5170274,-0.07667559
823,-7.5170274,-0.07667559
824,-7.5170274,-0.07667559
825,-7.5170274,-0.07667559
826,-7.5170274,-0.07667559
827,-7.5170274,-0.07667559
828,63.90794,7.101805
829,54.59115,-0.97151536
830,52.36756,6.8509874
831,-7.5170274,-0.07667559
832,-7.5170274,-0.07667559
833,51.851562,11.665243
834,-7.5170274,-0.07667559
835,-7.5170274,-0.07667559
836,-7.5170274,-0.07667559
837,-7.5170274,-0.07667559
838,49.098667,-1.8187933
839,-7.5170274,-0.07667559
840,47.521896,13.463242
841,-7.5170274,-0.07667559
842,56.957832,4.1345534
843,54.683014,-3.2728357
844,-7.5170274,-0.07667559
845,-7.5170274,-0.07667559
846,-7.5170274,-0.07667559
847,-7.5170274,-0.07667559
848,-7.5170274,-0.07667559
849,54.863235,6.9410305
850,-7.5170274,-0.07667559
851,-7.5170274,-0.07667559
852,59.47979,1.9979333
853,-7.5170274,-0.07667559
854,-7.5170274,-0.07667559
855,-7.5170274,-0.07667559
856,-7.5170274,-0.07667559
857,52.79106,-11.985429
858,-7.5170274,-0.07667559
859,-7.5170274,-0.07667559
860,-7.5170274,-0.07667559
861,53.86759,-11.889039
862,-7.5170274,-0.07667559
863,-7.5170274,-0.07667559
864,-7.5170274,-0.07667559
865,61.400112,9.368305
866,56.307785,-6.6492147
867,-7.5170274,-0.07667559
868,54.9272,4.157296
869,53.54141,0.33343866
870,61.879566,-5.922749
871,-7.5170274,-0.07667559
872,-7.5170274,-0.07667559
873,58.19004,1.531234
874,-7.5170274,-0.07667559
875,-7.5170274,-0.07667559
876,-7.5170274,-0.07667559
877,-7.5170274,-0.07667559
878,-7.5170274,-0.07667559
879,-7.5170274,-0.07667559
880,55.27555,-10.244831
881,58.353954,7.326782
882,-7.5170274,-0.07667559
883,-7.5170274,-0.07667559
884,55.01198,4.150928
885,-7.5170274,-0.07667559
886,-7.5170274,-0.07667559
887,-7.5170274,-0.07667559
888,-7.5170274,-0.07667559
889,-7.5170274,-0.07667559
890,62.025494,4.2564917
891,64.03907,-5.1095166
892,49.668118,2.3665547
893,-7.5170274,-0.07667559
894,-7.5170274,-0.07667559
895,-7.5170274,-0.07667559
896,-7.5170274,-0.07667559
897,47.711876,-8.239451
898,63.880108,11.282434
899,-7.5170274,-0.07667559
900,-7.5170274,-0.07667559
901,53.782444,-1.151804
902,-7.5170274,-0.07667559
903,-7.5170274,-0.07667559
904,-7.5170274,-0.07667559
905,-7.5170274,-0.07667559
906,-7.5170274,-0.07667559
907,-7.5170274,-0.07667559
908,-7.5170274,-0.07667559
909,54.35919,-5.3694267
910,-7.5170274,-0.07667559
911,-7.5170274,-0.07667559
912,53.219063,7.1118436
913,50.604126,11.034234
914,-7.5170274,-0.07667559
915,53.651646,7.437623
916,-7.5170274,-0.07667559
917,-7.5170274,-0.07667559
918,-7.5170274,-0.07667559
919,-7.5170274,-0.07667559
920,-7.5170274,-0.07667559
921,-7.5170274,-0.07667559
922,-7.5170274,-0.07667559
923,50.46563,9.424
924,-7.5170274,-0.07667559
925,58.600388,10.809371
926,-7.5170274,-0.07667559
927,53.77448,-7.6584363
