tsne_1,tnse_2
37.40015,-34.888615
-39.799427,-40.1237
-60.491985,-0.56407285
-13.203755,-12.985869
-11.258477,41.03793
26.448717,4.7736764
57.725174,5.797617
-18.517063,22.62678
-4.5955896,-55.598743
10.764605,-27.396656
58.885452,38.162407
5.436056,29.710197
-44.106808,-12.076448
-44.106796,-12.076668
-49.73873,15.354334
-44.106853,-12.076609
-44.106865,-12.076594
55.114624,-8.765445
-49.73873,15.354334
34.5555,53.03009
-32.4371,-30.753086
-35.57122,-34.790905
12.288749,20.488735
8.102694,33.200546
11.009847,23.272903
-11.4030695,-33.696922
26.092987,-43.192898
17.130562,-32.837242
11.758237,-47.107487
12.170272,-51.905254
2.5749788,-41.244186
-26.782686,13.858423
-48.50797,-30.614428
29.426146,56.09704
47.361706,20.991108
41.21682,52.02554
49.643597,-2.7943757
12.871554,26.550264
-34.669346,-27.135765
-14.81503,42.783176
21.926144,7.63388
30.029106,35.77193
12.505526,10.893206
-22.212568,1.138211
-11.966124,47.366676
26.070126,-25.489367
-0.943885,47.760014
-3.3769739,63.92308
-13.437864,25.543833
51.555885,-0.1873744
53.049957,-20.141912
-41.477184,-21.132797
14.71874,34.592297
-23.6843,-43.015884
61.565155,10.075068
25.965225,-5.5884333
-15.020119,-34.337414
-32.364246,-25.027746
-11.106938,36.95141
-22.722204,41.229267
-51.714527,-9.895205
-24.03188,37.696373
-62.516747,5.196338
-37.38314,4.0106163
-54.346317,-0.38673908
-3.4020548,-3.7582738
-27.760723,18.803534
35.14645,-35.62314
-41.10954,-28.169386
32.118603,5.0968146
-5.64617,65.28799
15.94653,14.425448
21.964699,-23.624031
-10.024984,-52.888184
0.3885509,-62.553524
-3.544525,1.5291952
-3.560146,1.5366311
-3.5526175,1.512187
36.844566,31.09767
18.93934,-0.42735985
4.8683496,-40.57005
-33.284447,-21.679285
52.090687,37.060154
18.73228,-0.28230482
-22.140179,-30.417418
-15.484138,40.146904
-25.501314,8.432472
-3.5286224,36.49769
1.4348662,-47.626774
39.380043,-10.819834
-32.74393,-36.404358
-22.357832,0.8312729
11.292918,-26.262564
-16.065784,24.745245
34.70778,-7.6182175
-7.0355587,18.138885
12.225392,-54.35513
-39.71892,-33.75501
55.25257,-34.27687
6.9718823,-25.688343
-20.286486,-39.80575
-50.17438,-7.018715
41.329647,7.2214503
-18.230629,27.332203
-5.7260065,39.457653
-33.184914,-29.132734
-63.766945,5.044368
-19.681374,-9.379927
-64.94372,-1.0883952
9.574749,-44.293205
51.09614,38.20754
-40.847282,5.673673
24.588408,-41.416206
-3.2866602,39.766857
24.046377,23.034208
43.51547,8.385812
5.521769,-46.752495
-70.85329,-10.734007
10.581733,-62.208122
25.748672,35.7789
-42.02505,20.41243
-8.449892,-58.599697
6.2244725,-61.691044
-11.761869,49.890644
8.914843,23.218174
-34.589916,-31.367191
25.677391,-10.004332
-18.281199,-27.052076
26.86664,-1.7085744
3.7019286,11.242872
-54.37975,9.776258
9.11877,13.902951
39.44721,7.569451
10.361541,11.06702
28.140676,-15.193626
35.531704,54.09582
-9.39442,-56.139587
39.506927,-6.3034
-61.10004,-6.3923664
34.37019,53.124214
51.23238,1.3217989
43.260376,-12.018752
34.82298,-10.596807
-10.921298,-26.863445
-9.270343,39.22704
38.066288,-24.467253
35.42621,54.258846
47.059223,17.717535
4.986258,49.86988
-39.774475,24.259295
10.594335,15.704725
49.235172,46.209763
-14.740087,42.489555
-50.30862,-0.9789101
-22.01818,-21.502476
-18.319622,31.352291
3.374536,16.226364
45.833057,48.430008
42.429993,-6.6067214
-12.003334,39.77781
-29.674917,35.462227
45.712387,-0.57536715
-36.22206,6.325037
0.80419075,44.933533
34.986656,38.859818
-40.14566,4.3743587
47.420803,48.680164
-58.83135,-2.6571827
28.141657,0.6576962
45.33095,47.810062
39.633724,41.0969
15.64198,26.525614
-18.351538,0.7980464
-55.88149,-3.1837797
-24.344639,19.645723
2.6620188,-58.125496
13.736405,33.741512
-29.268293,-48.65465
-1.2792945,63.564404
21.62347,-6.1230454
47.753445,-24.247356
-3.392027,26.309263
47.23255,16.836348
-26.963224,6.8565946
-46.14166,-27.611752
-1.7668536,-30.417536
21.38939,15.058529
6.159792,18.346207
9.23837,-2.880177
15.155646,21.156153
-9.493218,-12.115623
-25.90663,-30.366032
32.598812,50.196915
-38.742374,-5.6800256
27.65976,-6.5728946
-16.781961,48.132946
61.56537,10.072451
-61.96167,8.189348
-9.767906,-41.584072
2.4872766,28.454311
0.9907075,46.44484
15.393003,9.678214
29.487162,-26.171316
-0.14720993,27.275076
-34.032932,-26.318192
34.3633,-36.23939
-17.627163,22.825916
-29.191936,6.7470126
18.1631,-2.11135
-33.03633,2.7389202
26.416677,38.38173
10.837709,30.87421
-3.4748576,-37.41216
-3.991938,-17.306187
1.5293312,24.773516
17.355078,5.8670917
-21.363527,0.43423173
35.14375,-29.391079
-38.38899,-26.066345
29.07197,7.060352
-9.525794,-69.12819
2.203414,-20.496908
-31.825005,29.09246
-31.798594,29.10794
8.028356,30.53681
-16.111883,36.05333
57.5659,4.2691793
-52.26394,4.810884
-25.021832,39.97242
-6.628637,-31.41197
-7.282687,-47.502945
54.48949,3.337853
-24.41699,9.370543
-65.82534,-9.709941
25.538517,-46.326782
-47.536137,-1.6412718
37.359604,59.697865
-22.405737,25.274796
-24.38587,-52.05336
-12.160414,-21.152508
-19.76893,5.743952
-56.206135,-11.786495
39.31607,-6.9229603
26.272934,7.187327
-54.257423,7.257686
0.8874002,-27.621412
-12.638233,34.066288
-41.410538,6.65657
8.293027,-60.472153
-16.142279,20.207521
35.09904,44.857216
-65.121216,-8.933115
7.5217347,36.680447
-61.743484,8.561198
7.2316227,-56.477974
42.9208,7.691376
11.098807,10.0315275
-20.980816,-32.929382
-16.682491,1.9112011
-5.16279,51.68089
-40.109715,-29.211874
-5.5889254,37.931618
13.190052,25.47316
-30.708757,-31.79512
7.867057,-57.12241
-63.737568,3.5890665
-21.468039,3.6195087
-30.89383,5.928178
-14.980721,-43.18016
6.605847,-43.935898
15.877485,-28.070269
-41.558846,-26.513594
-32.22224,1.2793136
6.757046,-47.470097
-4.428138,16.141556
40.65277,15.770928
-6.170344,61.78699
-13.78489,26.717484
-0.47730038,-49.638695
-61.589935,-26.461351
36.32243,11.038733
45.294334,22.247234
-64.34352,2.045461
-39.43056,-41.956688
21.994905,26.292974
-56.911243,-0.114970416
56.99378,25.471783
-43.851887,-8.724279
5.253809,35.290672
11.124316,-28.34864
54.30318,43.126015
-8.946355,-21.858677
36.587875,-15.080444
39.76329,50.705357
-0.45837355,-26.238163
-29.245743,-40.35169
43.01588,45.212063
16.867508,-5.74852
4.1665998,-46.887184
-73.75912,0.5421296
-0.929725,-60.467625
-37.650043,-26.548632
53.60936,-17.362259
-23.812033,36.96125
-1.6035326,-55.590984
31.220257,-36.61581
14.264681,13.324202
-20.142767,-11.149675
-17.999607,18.513945
3.4073648,-29.998098
-25.411438,-26.73843
40.78714,31.599123
-8.202688,40.777252
-28.046814,37.19611
-3.2288773,-53.914
-13.509748,26.76558
50.474174,2.3950143
0.8475,-10.450934
-6.4913597,27.042665
16.232168,-3.64184
34.814526,-33.0835
24.533216,-14.403213
-15.41054,42.07329
-24.06324,-40.000816
33.59801,54.491226
-8.006432,-21.26408
-25.575739,-33.36994
43.02506,-19.675974
-27.0222,40.49686
-13.406661,25.468105
22.518915,-3.1161873
-21.448172,-29.683105
16.244364,7.4438896
-15.214647,-32.616768
-36.972054,-1.5748833
-15.333114,27.050476
-0.07353112,-43.633648
49.587585,31.203371
31.922544,-8.330465
-21.246017,41.94429
-8.583361,-21.833607
-14.75148,-2.0008008
42.162735,-16.814953
56.080044,5.141838
-34.272976,3.070297
8.110242,31.449963
10.491865,-50.20169
-21.96885,8.894078
-41.884853,2.3630526
15.508123,-58.45817
20.877821,6.7001004
-34.388233,-23.112112
-26.973467,16.309328
13.2652855,1.7516655
56.18505,-6.992375
44.0675,57.554535
40.527527,32.55427
8.216561,14.1686945
46.526485,3.2981236
36.628784,31.708254
-28.487947,-3.3410044
-36.758816,-38.445866
-63.40789,-2.1240788
-15.703938,-30.073025
18.014057,-1.2808299
-15.073321,43.283966
3.122367,57.224293
-8.021428,45.6281
-30.048174,-34.48727
-16.450392,-11.324164
15.189524,-35.799015
-47.809742,16.292513
-26.992628,40.457253
-13.914868,-22.478897
10.775448,-21.229717
33.288483,-1.8123618
36.23009,43.912346
60.309883,0.9468083
49.915936,-19.894049
-35.020676,-40.744987
-42.268414,9.372207
23.645908,-41.346798
23.575975,-41.465508
19.494947,-21.08507
17.41329,3.6547093
39.655613,4.7601743
-44.26131,-9.800956
-41.351273,-22.130024
15.654515,-43.64001
-16.044668,32.453564
0.6512306,42.495876
31.709988,-29.626663
-3.3853264,33.424335
0.3896092,38.363415
23.473515,-1.322443
-59.859165,-3.2050316
24.399214,-14.989254
-8.754313,27.003475
13.722463,36.008606
41.34708,-12.647793
-60.218063,-0.51904607
-13.843831,37.25406
17.827377,-1.9962424
-76.292404,-2.8179224
-11.301626,40.348904
39.665787,25.333057
-9.931072,-30.76569
-13.019876,29.72322
40.61743,12.359974
-12.938079,-5.2862115
1.4760835,-67.217545
-20.984983,8.489794
34.22663,52.60768
-8.28274,-55.31801
-18.289913,4.5296497
35.93536,6.174658
37.162777,-3.379194
10.810282,26.06313
27.249104,-14.315028
-16.076431,-44.14163
33.39171,-5.8169823
-7.5149803,50.185184
-4.9560275,69.57138
16.781351,20.000568
-31.087955,-30.05614
-5.5054283,24.89497
-7.1114016,-26.50501
16.298851,-3.3672066
-2.0974677,40.84329
15.003085,31.166424
16.433403,24.322216
-34.871105,5.33245
-60.188095,3.8447483
47.053455,58.88422
-59.243793,13.650149
44.7581,-7.4328
-4.303553,-33.38267
-39.257126,9.022314
-23.477682,-43.173885
33.011417,48.474712
-26.43242,15.343489
0.39580444,40.786068
33.87331,-44.703735
-6.504384,36.618584
6.6903863,-17.864067
-23.194658,31.548122
7.7182803,-26.458641
42.671143,-18.898846
34.062824,-31.0618
-52.26202,3.6093469
25.824207,18.019186
47.008465,15.035005
54.27811,28.308027
-19.918217,-16.33051
-47.22612,11.918084
27.193396,48.93972
59.97894,1.886953
-5.5330486,60.25057
1.7349647,-31.865244
3.2139091,-33.25072
-11.275787,-31.434978
30.250341,8.707559
31.710155,34.17786
-57.40892,-1.9610415
56.554302,3.6090753
22.191917,10.306346
-68.81031,-10.9594
38.809006,-3.291691
10.716738,-43.219048
9.865815,-37.68756
-9.137698,-53.679012
10.677568,23.503729
-26.729853,-22.488157
-44.518456,-21.595287
-37.234673,5.5798993
-17.771536,2.6900566
18.487646,-10.437871
45.109562,44.0964
-48.133743,-29.928446
11.540862,-52.379524
42.115677,41.91051
-59.493874,-10.391788
24.122494,-4.832258
47.952335,-2.4240491
-27.016754,-1.4846561
42.340237,56.71696
28.546772,-3.654043
29.50392,-40.013287
13.062229,-55.926727
30.74139,22.57801
42.61301,-1.9117706
-5.8604603,-16.841497
-44.203083,-22.077616
13.404768,-50.542324
31.55657,-9.063776
13.990112,34.530495
-58.37504,3.1226642
-35.109184,4.416276
-31.585924,-30.079521
6.575173,-49.61308
-43.54777,-26.190668
-43.41252,-26.155535
-13.200713,-3.7290695
4.7129893,-44.643234
51.66155,10.430049
25.221521,41.13808
20.615658,-7.745332
-33.51578,-13.025901
-6.099351,70.1068
-6.7066803,65.09307
-7.704389,-0.080528036
2.2275007,-7.8414
59.411716,0.83281
-26.257822,-40.808037
-0.63430154,6.4352183
-26.98053,37.52274
39.240326,30.771317
-4.774686,-38.656002
-28.26355,-12.032548
28.489294,30.171532
9.621035,22.222576
40.288826,-27.16565
-7.9404683,37.59749
-37.033497,-33.898296
13.4200325,22.733253
0.18856078,-55.224773
-47.391937,15.0586815
-53.7848,3.8207014
-43.989285,1.475446
-5.947685,-55.015182
-47.369125,22.324636
-40.788197,-38.963394
38.278816,-1.3620363
55.25257,-34.27687
-9.94318,-28.723114
-9.212023,22.174923
-67.79008,5.215923
29.022486,10.108154
-23.290861,-2.6440623
-13.018155,25.38552
-4.459793,37.5964
38.247627,44.58381
32.81009,-23.588585
36.578728,34.80537
-59.386913,-0.728579
-9.325535,22.259794
-30.47056,-37.46113
11.305776,-54.946396
43.382545,-6.027139
-10.3148575,-28.920612
-10.332659,-28.929428
-35.237274,2.4361906
6.1119885,-28.86303
24.582571,40.700794
44.19617,-24.367668
1.4166691,-23.700186
-26.417597,31.832802
-16.289877,-5.2677007
-55.80042,2.5568595
-42.59369,-24.503454
44.419914,1.9682585
21.150032,50.816406
-1.6316118,-47.243702
30.64008,-8.91311
-16.399668,-37.24426
-64.18149,-2.7498088
